borrower_type,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,defaulted
rural,4,14899.75,11550.66,24754.11,13300.21,13566.89,23514.48,self-employed,34,3,26.0,1752.38,15.0,0.0,4,8,,,2017.0,195.75,1.79,2.9,0.324,0.671062749349808,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,415600.0,education,45,0
gig,5,17631.3,31431.31,11379.18,26097.01,38881.99,16997.76,salaried-gig,7,3,29.5,1546.38,7.0,0.0,3,6,,,2020.0,504.83,0.97,3.8,0.419,0.4258208820206476,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,259000.0,business,36,1
gig,5,35382.15,73749.71,30003.69,39978.94,61934.68,49752.49,salaried-gig,31,4,77.5,2844.08,30.0,0.0,12,15,9.0,10.0,2012.0,693.27,2.64,12.6,0.126,0.579760581956138,4.0,4.0,2.0,,4.0,4.0,1.0,5.0,463100.0,business,47,0
gig,4,34175.29,22495.3,50341.65,56669.37,25985.54,48549.38,daily-wage,22,3,67.9,2664.87,21.0,0.0,17,19,9.0,18.0,2015.0,716.68,1.96,11.0,0.278,0.6193398824930091,4.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,134400.0,consumption,7,0
migrant,3,33223.5,30796.94,30883.0,43305.55,37709.83,51457.24,daily-wage,15,4,83.6,3429.88,,0.0,6,6,15.0,23.0,2018.0,676.68,2.91,7.2,0.109,0.907807584111724,4.0,5.0,1.0,4.0,5.0,4.0,2.0,5.0,69100.0,business,59,0
migrant,2,17907.5,19223.85,17133.96,18352.62,19451.29,23797.08,self-employed,3,2,64.4,484.1,,0.0,12,24,6.0,15.0,2023.0,435.64,1.56,0.7,0.433,0.0287128043214936,3.0,3.0,5.0,3.0,2.0,,4.0,2.0,171700.0,consumption,29,0
migrant,2,22042.28,31891.63,31100.83,34246.77,25876.6,27114.83,daily-wage,19,3,70.7,2777.92,30.0,1.0,6,9,10.0,13.0,2017.0,640.32,2.16,8.5,0.257,0.9679088051829082,4.0,3.0,2.0,3.0,4.0,,2.0,4.0,353700.0,education,22,0
gig,4,31680.71,29030.51,36162.41,41298.48,35544.94,13699.8,self-employed,19,3,16.4,2551.39,13.0,0.0,12,15,6.0,16.0,2019.0,528.49,2.22,5.0,0.342,0.6049804264672625,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,440800.0,business,36,0
gig,5,18047.06,18725.17,39757.43,38619.29,39171.74,57201.56,salaried-gig,28,3,87.1,2467.88,22.0,0.0,7,9,23.0,24.0,2019.0,653.06,2.66,11.6,0.241,0.9608399308173152,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,468300.0,medical,42,0
migrant,2,15804.77,15306.9,13603.15,20658.82,20105.71,17350.43,daily-wage,3,2,27.2,1709.15,8.0,0.0,0,23,1.0,14.0,2021.0,498.75,1.03,5.2,0.445,0.028371586022364,2.0,1.0,3.0,3.0,3.0,,3.0,2.0,277100.0,consumption,13,1
rural,4,12047.04,13485.86,32102.13,14032.35,15434.84,27400.0,daily-wage,48,2,55.2,3243.8,23.0,1.0,15,17,5.0,9.0,2013.0,390.5,2.16,11.7,0.232,0.5725329917416404,3.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,39500.0,business,38,0
gig,3,33262.35,37894.47,39347.01,42251.08,35504.89,24272.05,self-employed,19,3,76.4,1951.96,10.0,1.0,3,8,8.0,16.0,2021.0,524.44,1.59,10.3,0.248,0.699760116901925,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,262600.0,consumption,34,0
gig,2,41526.52,21147.36,15536.35,19564.26,28436.97,8422.24,salaried-gig,22,3,34.9,2331.9,12.0,0.0,16,18,,,2017.0,571.51,1.92,10.3,0.375,0.5446259062624196,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,225600.0,medical,51,0
rural,7,16808.02,13379.14,34464.95,19337.6,19146.22,28624.71,daily-wage,55,3,,,,,15,18,8.0,11.0,2011.0,402.45,3.1,0.0,,,3.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,301300.0,agriculture,16,0
rural,4,11439.14,10937.95,20270.73,9175.48,9952.56,19661.67,seasonal,29,2,,,,,5,22,8.0,13.0,2019.0,278.1,1.25,8.7,0.358,0.4466625255220871,2.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,70700.0,agriculture,43,0
gig,3,21642.19,21025.3,28008.36,21758.11,25302.87,56519.7,salaried-gig,21,4,69.4,2061.77,20.0,1.0,1,6,10.0,22.0,2019.0,485.25,1.73,11.5,0.294,0.3397044234848214,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,64900.0,business,15,0
gig,2,47282.72,13710.96,44348.93,56737.29,27364.24,28658.84,salaried-gig,28,4,67.2,3027.09,20.0,1.0,14,16,7.0,13.0,2012.0,547.39,2.94,12.6,0.211,0.559494078596532,4.0,5.0,1.0,3.0,4.0,3.0,3.0,2.0,290600.0,consumption,10,0
gig,4,34273.78,14449.78,33164.15,36114.08,25195.27,36255.47,daily-wage,11,3,44.6,1721.81,11.0,1.0,3,14,6.0,20.0,2018.0,563.21,1.5,3.7,0.349,0.828968956582723,2.0,3.0,2.0,2.0,3.0,,3.0,2.0,255400.0,education,39,0
migrant,1,16778.49,16020.33,12532.96,19274.98,17572.97,12750.36,daily-wage,4,2,16.6,1268.51,9.0,1.0,3,23,3.0,22.0,2023.0,446.36,1.28,9.8,0.369,0.0826882072672237,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,27200.0,consumption,29,0
rural,5,12436.97,12984.63,18822.89,11012.77,13226.55,16910.95,daily-wage,36,3,,,,,10,11,3.0,17.0,2017.0,387.93,1.58,0.0,,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,123000.0,agriculture,59,0
rural,4,5851.45,6864.65,9979.15,7405.96,7750.58,13047.2,daily-wage,13,2,6.0,1064.36,7.0,0.0,3,14,,,2021.0,167.89,1.13,0.0,,,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,138600.0,agriculture,11,0
gig,4,38477.95,33252.73,36760.92,28589.61,19462.25,38989.83,daily-wage,14,3,39.9,954.08,20.0,0.0,3,11,,,2022.0,442.08,1.36,4.2,0.412,0.6490421168892276,2.0,2.0,5.0,,3.0,1.0,3.0,2.0,232300.0,consumption,41,0
migrant,3,21410.85,23789.5,18393.62,21552.69,25324.87,24320.83,daily-wage,4,3,64.2,1856.65,13.0,0.0,5,11,9.0,18.0,2020.0,735.24,1.3,6.2,0.282,0.553555884746752,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,410600.0,education,14,0
migrant,1,25272.65,26541.47,30922.32,33059.6,26966.09,28256.83,daily-wage,11,3,78.7,,19.0,0.0,6,9,10.0,14.0,2015.0,509.32,1.58,13.7,0.22,0.9474550798948338,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,301500.0,consumption,20,0
rural,5,8673.14,7110.83,11332.0,6326.04,6092.55,11957.03,daily-wage,10,1,6.2,432.74,8.0,0.0,2,6,0.0,6.0,2022.0,123.34,0.53,1.9,0.424,0.0120113493088259,2.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,76500.0,business,6,1
rural,6,7904.07,8962.68,10377.59,8170.45,8197.65,12016.02,self-employed,15,1,,,,,5,18,,,2023.0,184.28,0.5,0.0,,,2.0,2.0,4.0,3.0,1.0,3.0,5.0,2.0,119300.0,medical,45,1
rural,7,17905.72,14690.33,34361.7,13352.3,15800.54,17118.3,seasonal,40,3,,,,,17,21,10.0,12.0,2014.0,398.5,2.23,6.1,0.131,0.3865769381470584,4.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,364300.0,agriculture,13,0
rural,7,12301.35,16721.32,22692.22,13811.11,12856.36,20656.21,self-employed,30,2,,,,,15,17,2.0,9.0,2016.0,510.66,1.53,10.5,0.324,0.2792211229374934,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,34200.0,agriculture,46,0
gig,4,19241.71,42398.04,45418.05,47023.04,24623.01,30925.73,salaried-gig,24,4,60.9,2212.65,20.0,1.0,15,20,7.0,14.0,2022.0,534.66,2.36,7.3,0.212,0.5093156529925741,2.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,356800.0,consumption,13,0
rural,7,5997.48,5928.65,11986.19,6198.16,4975.01,10323.89,seasonal,15,1,6.3,940.01,4.0,0.0,2,10,0.0,12.0,2023.0,100.0,0.98,0.0,,,2.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,188600.0,agriculture,49,0
gig,2,26054.99,14114.26,15480.6,44432.11,10964.2,34365.65,salaried-gig,21,3,69.2,1595.89,9.0,0.0,4,10,3.0,14.0,2022.0,378.09,1.73,6.0,0.317,0.1382262002109369,2.0,4.0,4.0,,5.0,3.0,2.0,3.0,463100.0,consumption,52,1
migrant,3,23729.43,21282.58,23398.83,28578.28,19920.0,28169.43,daily-wage,4,2,45.1,1977.82,17.0,0.0,4,9,5.0,7.0,2019.0,634.14,1.2,1.0,0.32,0.4623184056260483,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,233600.0,business,12,0
migrant,1,17165.18,15960.74,14278.64,15227.32,15991.04,17763.56,daily-wage,4,2,32.3,1061.79,0.0,0.0,5,21,7.0,15.0,2024.0,628.22,1.22,9.2,0.343,0.0519555911861327,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,405500.0,consumption,17,0
gig,5,4524.01,28834.98,14934.6,9020.8,18842.84,7808.63,self-employed,6,2,49.3,1466.5,3.0,0.0,7,22,7.0,17.0,2021.0,494.82,1.35,0.0,,,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,404900.0,education,42,1
gig,5,28762.91,15275.33,10122.53,33135.35,18191.94,12172.74,self-employed,13,3,40.3,1784.63,14.0,1.0,5,19,2.0,6.0,2019.0,413.15,0.76,6.8,0.313,0.3383654670271195,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,491700.0,business,28,0
gig,2,28824.58,61359.28,37102.54,56438.99,58618.83,39408.35,salaried-gig,32,4,93.1,2957.19,23.0,0.0,11,11,8.0,12.0,,777.36,2.78,6.9,0.18,0.8827705839039122,3.0,3.0,2.0,5.0,5.0,,2.0,5.0,324900.0,consumption,49,0
gig,2,20392.08,21310.75,21281.81,18447.27,11642.91,28663.31,salaried-gig,14,2,33.9,1881.76,20.0,0.0,14,22,2.0,6.0,2017.0,478.97,1.43,9.3,0.304,0.6707517880897135,4.0,2.0,3.0,2.0,4.0,,2.0,3.0,56600.0,consumption,6,0
migrant,4,28177.15,26725.3,26147.37,24230.04,30755.68,33008.86,daily-wage,8,4,92.3,2314.85,22.0,1.0,5,10,5.0,12.0,2014.0,717.72,2.15,14.5,0.195,0.7444103454983442,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,257200.0,education,32,0
gig,4,31528.12,13073.86,25203.74,42210.14,35001.36,53218.66,daily-wage,27,3,57.3,1981.35,18.0,1.0,7,20,3.0,13.0,2015.0,478.81,1.74,7.8,0.258,0.6427299644041122,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,82300.0,medical,30,0
gig,3,31113.8,21783.63,4808.75,33983.71,29330.24,6898.53,self-employed,15,3,39.2,1870.97,13.0,0.0,5,21,9.0,21.0,2020.0,487.65,1.2,5.0,0.402,0.2974578865236267,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,488100.0,medical,56,0
gig,4,39225.27,25399.81,21594.65,34225.97,41517.91,37491.05,salaried-gig,14,3,59.3,1627.79,13.0,1.0,4,22,5.0,19.0,2017.0,538.79,2.11,6.2,0.298,0.2237379886816328,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,277700.0,medical,23,0
gig,4,47677.23,37880.96,34352.11,50688.76,46978.65,58014.99,salaried-gig,25,3,56.0,2573.6,14.0,1.0,5,7,7.0,23.0,2015.0,667.45,2.04,5.0,0.25,0.5134170992662087,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,496600.0,business,39,0
gig,5,26462.44,6354.75,37008.81,33481.31,31342.27,32199.45,daily-wage,19,3,64.8,1857.56,17.0,1.0,7,14,,,2022.0,609.76,2.1,3.9,0.348,0.8497206328432987,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,442100.0,business,45,0
gig,3,43103.42,46606.59,56992.72,25871.94,38835.82,23649.55,salaried-gig,31,2,67.5,2500.2,25.0,1.0,18,22,8.0,10.0,2014.0,493.17,1.94,7.9,0.223,0.4374586054511342,4.0,4.0,3.0,3.0,2.0,,2.0,4.0,468000.0,business,48,0
rural,5,7351.72,7545.0,16451.75,6503.89,6195.12,14866.19,seasonal,17,3,,,,,2,18,,,2022.0,202.31,0.5,0.0,,,3.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,33700.0,business,21,0
gig,4,5029.62,17969.15,10170.36,18290.76,15445.84,11444.78,daily-wage,1,2,0.0,540.24,0.0,1.0,0,12,5.0,17.0,2024.0,435.99,0.96,1.2,0.53,0.0113168851440716,1.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,130900.0,medical,39,1
rural,7,7535.24,8627.22,11447.11,9153.87,6694.29,13581.68,seasonal,17,1,46.6,1685.45,17.0,0.0,6,18,1.0,19.0,2020.0,324.35,1.25,8.9,0.477,0.0492210080249602,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,461100.0,agriculture,50,1
gig,5,16495.29,18276.83,14354.06,5466.06,9103.17,12366.32,daily-wage,4,1,1.1,386.8,6.0,0.0,0,21,0.0,14.0,2024.0,442.57,1.28,1.2,0.487,0.0052348519768611,1.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,263600.0,consumption,30,0
rural,4,8702.64,6298.62,21722.25,7451.1,10085.01,14505.87,daily-wage,29,2,,,,,14,23,,,2019.0,155.76,1.59,8.0,0.322,0.4650374255042726,2.0,2.0,3.0,,3.0,3.0,4.0,3.0,92000.0,agriculture,60,0
gig,3,23819.43,12440.58,37129.36,22213.41,34190.94,22265.44,salaried-gig,20,3,32.6,1929.61,14.0,1.0,6,21,5.0,12.0,2021.0,626.53,1.43,5.3,0.299,0.4428392849988002,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,451600.0,education,12,0
migrant,4,30245.77,24663.58,31584.02,22334.33,22946.69,29456.6,self-employed,6,3,78.1,2616.37,16.0,1.0,12,21,10.0,15.0,2021.0,439.74,1.81,4.2,0.283,0.7859848301853731,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,290700.0,education,57,0
migrant,2,16847.69,15633.26,19032.48,23912.71,22393.61,15653.76,daily-wage,5,2,25.5,938.94,6.0,1.0,1,18,4.0,12.0,2020.0,488.43,1.46,9.9,0.314,0.2891563333844245,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,225900.0,business,45,0
gig,2,14014.03,8385.19,18678.87,11920.33,15182.27,6295.83,salaried-gig,10,2,0.0,1050.32,1.0,0.0,1,22,0.0,16.0,2023.0,378.73,0.5,2.0,0.412,0.1215918082844336,2.0,1.0,3.0,,2.0,1.0,4.0,3.0,202800.0,business,11,1
gig,5,32087.25,7395.68,22901.14,48721.24,28427.72,38611.46,salaried-gig,33,4,76.2,2961.01,24.0,1.0,22,24,,,2015.0,625.01,2.3,12.6,0.177,0.9687701427399606,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,10300.0,medical,6,0
rural,7,12214.87,12683.09,28344.52,9304.15,14527.72,19096.67,seasonal,35,2,,,,,7,17,9.0,15.0,2017.0,298.79,1.6,0.0,,,3.0,4.0,3.0,3.0,3.0,,3.0,2.0,71400.0,agriculture,41,0
rural,6,9923.17,7939.66,12923.51,8516.32,8213.38,18062.4,seasonal,18,2,,,,,4,18,,,2018.0,219.03,1.4,0.0,,,2.0,2.0,4.0,,3.0,2.0,3.0,2.0,236400.0,agriculture,35,1
gig,5,30091.91,9083.68,10817.62,17163.8,18712.41,12283.35,daily-wage,14,3,24.2,1180.18,5.0,1.0,3,16,8.0,19.0,2019.0,491.44,1.64,4.8,0.298,0.3502913636240635,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,74300.0,business,18,0
gig,4,25375.44,15332.91,12951.27,19768.41,13376.82,15040.46,self-employed,14,2,22.3,1610.1,2.0,1.0,2,17,3.0,7.0,2022.0,392.34,1.31,5.3,0.365,0.3749374774122188,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,252100.0,agriculture,10,0
gig,5,49603.93,24813.25,29964.72,29113.95,51053.58,23615.25,salaried-gig,27,3,62.8,1902.42,21.0,0.0,9,14,9.0,17.0,2016.0,443.39,2.65,9.1,0.245,0.9594112008034594,3.0,2.0,3.0,,3.0,3.0,3.0,4.0,131800.0,business,22,0
rural,5,15368.14,16974.98,22530.0,14856.02,13651.46,27677.23,seasonal,47,3,65.3,1844.84,27.0,0.0,7,22,5.0,6.0,2018.0,237.07,1.45,0.0,,,3.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,466300.0,consumption,30,0
migrant,2,24059.81,18218.73,19498.06,26546.26,21244.43,26940.13,salaried-gig,3,2,37.4,1624.62,7.0,0.0,5,24,1.0,6.0,2020.0,407.47,1.45,4.3,0.375,0.2287083428560059,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,243000.0,education,53,0
gig,2,9838.6,29162.83,31734.74,15738.77,30852.6,37613.35,salaried-gig,15,2,39.4,870.06,8.0,0.0,5,8,,,2022.0,600.08,1.36,3.5,0.413,0.0835477640717321,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,298700.0,agriculture,32,0
gig,4,21890.24,27775.8,19852.51,27349.17,36486.02,21006.92,salaried-gig,20,3,58.4,1193.89,20.0,0.0,3,6,11.0,15.0,2020.0,493.93,1.03,7.1,0.238,0.3398621208703847,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,343800.0,business,9,0
gig,3,29298.33,17799.25,30942.38,20507.49,27841.36,46700.25,daily-wage,15,3,52.6,1875.23,16.0,1.0,10,18,3.0,10.0,2017.0,597.95,1.64,13.6,0.246,0.5759423319903809,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,428400.0,business,10,0
gig,3,13813.52,42753.05,34412.64,23679.98,17028.44,10858.82,salaried-gig,24,3,38.8,2138.52,18.0,1.0,6,14,14.0,23.0,2016.0,533.77,1.19,7.1,0.308,0.4934739040114168,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,149700.0,business,50,0
gig,5,20083.65,22675.85,33537.57,22152.9,30625.69,19656.42,self-employed,12,3,33.6,1189.34,14.0,0.0,4,12,4.0,12.0,2017.0,408.84,1.6,8.3,0.343,0.660491605941056,2.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,177300.0,business,13,0
gig,5,17203.99,24837.91,14182.88,14150.08,28262.69,8307.41,daily-wage,24,4,66.9,2844.49,23.0,1.0,7,12,12.0,17.0,,526.7,2.47,15.0,0.243,0.8053112940010587,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,221100.0,consumption,45,0
gig,2,35583.56,38184.29,56436.62,43150.93,56087.25,25412.92,self-employed,31,4,113.4,2929.13,31.0,0.0,14,24,11.0,11.0,2020.0,731.95,3.17,12.3,0.14,0.7146583860425776,4.0,4.0,2.0,,5.0,4.0,2.0,4.0,280800.0,consumption,24,0
rural,7,13638.1,11072.42,23698.9,17804.4,14160.06,19346.07,daily-wage,38,3,58.3,2593.21,16.0,1.0,21,24,21.0,24.0,2015.0,451.72,2.17,0.0,,,4.0,4.0,2.0,4.0,4.0,,2.0,4.0,449400.0,education,46,0
gig,4,42791.15,17025.76,21154.46,36827.73,26622.01,39441.28,self-employed,25,4,84.9,2044.26,16.0,1.0,18,23,3.0,6.0,2018.0,652.38,1.76,12.4,0.169,0.5517910207901752,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,385300.0,business,45,0
gig,2,35446.84,27277.81,43988.96,31400.25,18383.81,33886.41,daily-wage,24,3,45.7,2886.37,31.0,1.0,14,23,,,2018.0,504.87,1.61,9.8,0.228,0.4135168124226075,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,66900.0,consumption,30,0
rural,7,14948.73,15505.37,26216.25,15423.49,7368.91,24411.47,self-employed,42,2,53.4,2100.92,17.0,0.0,8,14,10.0,16.0,2016.0,372.31,2.37,0.0,,,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,444700.0,agriculture,35,0
gig,5,52375.02,40508.7,27057.18,47671.96,34680.75,38642.78,daily-wage,21,3,81.1,2758.51,17.0,1.0,4,10,16.0,18.0,2017.0,603.12,2.22,14.2,0.303,0.4345467127515446,2.0,4.0,3.0,3.0,4.0,,2.0,4.0,146800.0,business,59,0
gig,3,17221.53,31196.1,19481.41,27801.28,32629.56,9135.78,salaried-gig,13,2,65.1,1958.53,7.0,0.0,3,7,8.0,16.0,2018.0,510.96,2.01,6.9,0.348,0.0833748476772934,4.0,2.0,3.0,3.0,3.0,,3.0,2.0,135300.0,medical,8,0
gig,5,54286.33,49381.4,25205.26,22560.67,45291.21,38695.82,salaried-gig,27,4,101.1,3042.03,11.0,1.0,14,15,18.0,21.0,2018.0,664.58,2.61,13.8,0.172,0.939439155888724,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,83800.0,consumption,27,0
migrant,4,28999.36,25452.24,25426.11,23886.07,33148.09,31155.79,salaried-gig,7,4,50.6,2072.84,16.0,1.0,11,19,7.0,21.0,2015.0,550.39,1.78,1.5,0.325,0.4145236439968954,4.0,3.0,2.0,,3.0,4.0,2.0,4.0,399000.0,business,21,0
migrant,4,12066.55,13314.0,16173.95,15153.2,17687.34,11995.57,daily-wage,4,2,,881.43,12.0,0.0,4,23,1.0,9.0,2021.0,400.57,0.67,2.1,0.351,0.1307770405088241,2.0,1.0,4.0,1.0,3.0,,5.0,3.0,385000.0,business,58,1
rural,5,11181.42,14888.28,17150.49,15720.01,10630.03,26768.73,seasonal,35,2,34.3,1883.57,13.0,0.0,3,8,6.0,16.0,2017.0,301.72,1.85,10.1,0.251,0.1417100210218722,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,337400.0,business,56,0
gig,3,25025.45,28346.26,34349.22,43206.09,54325.44,26150.03,salaried-gig,23,3,90.4,2150.2,21.0,0.0,6,19,9.0,10.0,2020.0,472.92,1.65,8.0,0.313,0.101225680509607,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,45900.0,consumption,19,0
migrant,3,24176.49,27244.8,19804.82,30605.74,30027.86,22313.08,daily-wage,10,3,46.8,1778.89,20.0,0.0,10,20,12.0,20.0,2019.0,487.73,1.84,7.0,0.215,0.8507389706421737,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,59800.0,consumption,50,0
gig,5,19310.77,11075.91,16604.18,17934.83,13697.51,11892.79,daily-wage,1,2,39.5,200.62,0.0,0.0,0,15,0.0,23.0,2023.0,394.87,0.5,2.1,0.535,0.0108413107830385,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,387900.0,consumption,51,0
gig,4,35577.05,27431.02,13717.69,19148.83,25441.79,34811.96,self-employed,13,3,17.9,1501.63,16.0,1.0,11,19,12.0,23.0,2018.0,496.51,2.04,5.5,0.301,0.2116333207458209,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,332700.0,business,56,0
rural,5,6675.96,6965.36,21628.27,11300.35,9557.97,15643.51,daily-wage,26,2,,,,,3,14,,,2021.0,217.93,1.1,7.2,0.471,0.8275683644783814,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,174400.0,agriculture,28,0
gig,4,38425.47,28693.65,29295.62,26907.35,34126.02,41967.2,daily-wage,29,3,50.9,2158.58,14.0,0.0,9,16,15.0,22.0,2015.0,532.29,1.71,10.9,0.229,0.5095665333241404,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,285900.0,medical,25,0
rural,4,13304.45,15611.69,29166.37,15382.64,11317.76,17588.41,daily-wage,38,1,,,,,17,21,14.0,20.0,2014.0,434.6,2.46,0.0,,,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,453300.0,business,53,0
migrant,2,25234.62,26798.55,28195.71,31903.33,25275.13,24256.6,salaried-gig,12,3,61.3,2640.15,24.0,0.0,12,17,,,2021.0,579.84,2.17,8.0,0.248,0.5154218407645021,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,156300.0,education,32,0
gig,5,36259.24,21395.13,18774.51,37949.87,25230.15,13224.85,daily-wage,18,2,24.7,1502.39,10.0,1.0,8,12,5.0,13.0,2021.0,698.34,1.65,6.8,0.285,0.3066907830396158,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,153300.0,education,22,0
gig,3,35175.47,35771.98,36849.5,16242.7,30758.89,24766.59,daily-wage,21,2,40.8,1549.83,14.0,0.0,11,15,6.0,11.0,2018.0,416.16,1.47,3.6,0.289,0.4898987866069505,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,145400.0,education,54,0
gig,2,17764.49,8672.73,26451.26,28718.96,17417.04,13356.06,self-employed,13,2,22.3,1583.97,7.0,0.0,1,16,3.0,20.0,2021.0,515.26,1.54,0.6,0.42,0.65601628622805,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,166900.0,business,6,0
rural,7,12978.09,12795.5,18963.23,9575.17,9717.99,19275.57,seasonal,30,2,44.7,1441.2,20.0,0.0,4,9,,,2018.0,350.87,1.69,0.0,,,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,227000.0,business,41,0
rural,4,8139.53,11777.66,12320.92,10421.73,11840.12,17197.73,self-employed,25,1,23.2,2087.95,8.0,0.0,2,11,,,2017.0,417.83,1.42,3.8,0.42,0.0995547291272396,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,422200.0,education,29,0
rural,7,10585.19,9278.37,14143.54,8670.6,10091.93,19644.71,self-employed,19,2,,,,,3,14,4.0,6.0,2020.0,233.81,1.33,5.5,0.318,0.3322299199540139,3.0,2.0,3.0,,2.0,2.0,3.0,3.0,143400.0,agriculture,8,1
gig,2,43186.63,35186.3,37698.55,2000.0,39831.0,30492.22,salaried-gig,21,3,88.2,2367.14,17.0,1.0,4,8,,,2016.0,499.61,2.17,13.8,0.216,0.9092702532876704,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,235000.0,education,39,0
gig,4,32055.89,34565.12,23405.63,10352.58,15273.55,36785.9,daily-wage,15,3,0.0,1642.71,18.0,1.0,7,12,3.0,9.0,2021.0,632.24,1.78,10.2,0.21,0.4569947488332534,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,494500.0,business,48,0
gig,5,21233.55,15300.21,27876.01,14751.82,32011.82,38602.49,self-employed,13,2,41.1,946.34,6.0,1.0,6,24,2.0,17.0,2018.0,563.44,1.4,3.8,0.404,0.7514338268784577,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,439400.0,business,16,1
migrant,2,15774.2,21359.92,22750.89,18580.09,17786.48,17886.56,daily-wage,4,1,,2039.64,,1.0,5,23,,,2024.0,602.42,1.03,0.0,,,2.0,3.0,3.0,3.0,3.0,,4.0,4.0,494200.0,consumption,30,0
